work_id,size_id,sale_price,regular_price
193539,40,145,145
193539,36,125,125
193539,30,95,95
193539,3024,365,605
193539,3226,385,645
193539,3629,435,745
193539,4030,465,805
193539,4836,555,985
193539,6048,735,1345
193539,6854,865,1605
193548,30,95,95
193548,24,85,85
193548,3024,365,605
193548,3226,385,645
193548,3629,435,745
193548,4030,465,805
193548,4836,555,985
193548,6048,735,1345
193548,6854,865,1605
193557,30,95,95
193557,24,85,85
193557,3024,365,605
193557,3226,385,645
193557,3629,435,745
193557,4030,465,805
193557,4836,555,985
193557,6048,735,1345
193557,6854,865,1605
198656,30,95,95
198656,24,85,85
198656,3024,365,605
198656,3226,385,645
198656,3629,435,745
198656,4030,465,805
198656,4836,555,985
198656,6048,735,1345
198656,6854,865,1605
193505,36,125,125
193505,30,95,95
193505,24,85,85
193505,3624,365,665
193505,4630,455,845
193505,5436,565,1065
193505,6040,635,1205
193505,7248,795,1525
193519,30,95,95
193519,3629,435,745
193519,4030,465,805
193519,4836,555,985
193519,6048,735,1345
193519,6854,865,1605
193489,3624,365,665
193489,4630,455,845
193489,5436,565,1065
193489,6040,635,1205
193489,7248,795,1525
25778,30,95,95
25778,24,85,85
25778,2936,375,685
25778,3040,405,745
25778,3648,495,925
25778,4860,675,1285
25778,5468,805,1545
25780,30,95,95
25780,24,85,85
25780,2936,375,685
25780,3040,405,745
25780,3648,495,925
25780,4860,675,1285
25780,5468,805,1545
25782,2936,375,685
25782,3040,405,745
25782,3648,495,925
25782,4860,675,1285
25782,5468,805,1545
25784,30,95,95
25784,24,85,85
25784,2436,335,605
25784,3046,425,785
25784,3654,535,1005
25784,4060,605,1145
25784,4872,765,1465
25786,3024,305,545
25786,3226,325,585
25786,3629,375,685
25786,4030,405,745
25786,4836,495,925
25786,6048,675,1285
25786,6854,805,1545
25788,2936,375,685
25788,3040,405,745
25788,3648,495,925
25788,4860,675,1285
25788,5468,805,1545
25790,20,75,75
25790,24,85,85
25790,30,95,95
25790,2430,305,545
25790,2632,325,585
25790,2936,375,685
25790,3040,405,745
25790,3648,495,925
25790,4860,675,1285
25794,24,85,85
25794,30,95,95
25794,2436,335,605
25794,3046,425,785
25794,3654,535,1005
25794,4060,605,1145
25794,4872,765,1465
25796,1620,235,405
25796,2024,265,465
25796,2430,305,545
25796,2632,325,585
25796,2936,375,685
25796,3040,405,745
25796,3648,495,925
25796,4860,675,1285
25798,2936,375,685
25798,3040,405,745
25798,3648,495,925
25798,4860,675,1285
25798,5468,805,1545
169320,24,85,85
169320,30,95,95
169320,2936,415,685
169320,3040,445,745
169320,3648,535,925
169320,4860,715,1285
169320,5468,845,1545
25800,24,85,85
25800,30,95,95
25800,2936,375,685
25800,3040,405,745
25800,3648,495,925
25800,4860,675,1285
25800,5468,805,1545
25802,2030,295,525
25802,2436,335,605
25802,3046,425,785
25802,3654,535,1005
25802,4060,605,1145
25802,4872,765,1465
135213,2016,215,355
135213,2420,245,415
135213,3024,285,495
135213,3226,305,535
135213,3629,355,635
135213,4030,385,695
135213,4836,475,875
135213,6048,655,1235
135213,6854,785,1495
135224,2016,215,355
135224,2420,245,415
135224,3024,285,495
135224,3226,305,535
135224,3629,355,635
135224,4030,385,695
135224,4836,475,875
135224,6048,655,1235
135224,6854,785,1495
135235,2016,215,355
135235,2420,245,415
135235,3024,285,495
135235,3226,305,535
135235,3629,355,635
135235,4030,385,695
135235,4836,475,875
135235,6048,655,1235
135235,6854,785,1495
135246,2016,215,355
135246,2420,245,415
135246,3024,285,495
135246,3226,305,535
135246,3629,355,635
135246,4030,385,695
135246,4836,475,875
135246,6048,655,1235
135246,6854,785,1495
30094,2416,235,395
30094,3020,275,475
30094,3624,315,555
30094,4630,405,735
30094,5436,515,955
30094,6040,585,1095
30094,7248,745,1415
135159,2416,235,395
135159,3020,275,475
135159,3624,315,555
135159,4630,405,735
135159,5436,515,955
135159,6040,585,1095
135159,7248,745,1415
135257,2016,215,355
135257,2420,245,415
135257,3024,285,495
135257,3226,305,535
135257,3629,355,635
135257,4030,385,695
135257,4836,475,875
135257,6048,655,1235
135257,6854,785,1495
135279,2020,245,415
135279,2424,265,455
135279,3030,335,595
135279,3636,395,715
135279,4040,455,835
135279,4848,565,1055
135279,6060,775,1475
135168,2416,235,395
139322,4860,655,1245
139322,5468,785,1505
139333,2632,305,545
139333,2936,355,645
139333,3040,385,705
139333,3648,475,885
139333,4860,655,1245
139413,2020,245,405
139413,2424,265,445
139413,3030,335,585
139413,3636,395,705
139413,4040,455,825
139413,4848,565,1045
139413,6060,775,1465
139242,2016,215,355
139242,2420,245,415
139242,3024,285,495
139242,3226,305,535
139242,3629,355,635
139242,4030,385,695
139242,4836,475,875
139242,6048,655,1235
139242,6854,785,1495
139422,2020,245,405
139422,2424,265,445
139422,3030,335,585
139422,3636,395,705
139422,4040,455,825
139422,4848,565,1045
139422,6060,775,1465
139431,2020,245,405
139431,2424,265,445
139431,3030,335,585
139431,3636,395,705
139431,4040,455,825
139431,4848,565,1045
139431,6060,775,1465
139304,2416,235,405
139304,3020,275,485
139304,3624,315,565
139304,4630,405,745
139304,5436,515,965
139304,6040,585,1105
139304,7248,745,1425
139344,1620,215,365
139344,2024,245,425
139344,2430,285,505
139344,2632,305,545
139344,2936,355,645
139344,3040,385,705
139344,3648,475,885
139344,4860,655,1245
139344,5468,785,1505
139264,2016,215,355
139264,2420,245,415
139264,3024,285,495
139264,3226,305,535
139264,3629,355,635
139264,4030,385,695
139264,4836,475,875
139264,6048,655,1235
139264,6854,785,1495
139395,2020,245,405
139395,2424,265,445
139395,3030,335,585
139395,3636,395,705
139395,4040,455,825
139395,4848,565,1045
139395,6060,775,1465
139220,2016,215,355
139220,2420,245,415
139220,3024,285,495
139220,3226,305,535
139220,3629,355,635
139220,4030,385,695
139220,4836,475,875
139220,6048,655,1235
139220,6854,785,1495
139355,1620,215,365
139355,2024,245,425
139355,2430,285,505
139355,2632,305,545
139355,2936,355,645
139355,3040,385,705
139355,3648,475,885
139355,4860,655,1245
139355,5468,785,1505
139377,1624,235,405
139377,2030,275,485
139377,2436,315,565
139377,3046,405,745
139377,3654,515,965
139377,4060,585,1105
139377,4872,745,1425
139366,1620,215,365
139366,2024,245,425
139366,2430,285,505
139366,2632,305,545
139366,2936,355,645
139366,3040,385,705
139366,3648,475,885
139366,4860,655,1245
139366,5468,785,1505
139275,2016,215,355
139275,2420,245,415
139275,3024,285,495
139275,3226,305,535
139275,3629,355,635
139275,4030,385,695
139275,4836,475,875
139275,6048,655,1235
139275,6854,785,1495
139313,2416,235,405
139313,3020,275,485
139313,3624,315,565
139313,4630,405,745
139313,5436,515,965
139313,6040,585,1105
139313,7248,745,1425
183307,1624,235,405
183307,2030,275,485
183307,2436,315,565
183307,3046,405,745
183307,3654,515,965
183307,4060,585,1105
183076,1620,215,365
183076,2024,245,425
183076,2430,285,505
183076,2632,305,545
183076,2936,355,645
183076,3040,385,705
183076,3648,475,885
183076,4860,655,1245
183086,1620,215,365
183086,2024,245,425
183086,2430,285,505
183086,2632,305,545
183086,2936,355,645
183086,3040,385,705
183086,3648,475,885
183086,4860,655,1245
183315,1624,235,405
183315,2030,275,485
183315,2436,315,565
183315,3046,405,745
183315,3654,515,965
183315,4060,585,1105
30050,1620,215,365
30050,2024,245,425
30050,2430,285,505
30050,2632,305,545
30050,2936,355,645
30050,3040,385,705
30050,3648,475,885
30050,4860,655,1245
183096,1620,215,365
183096,2024,245,425
183096,2430,285,505
183096,2632,305,545
183096,2936,355,645
183096,3040,385,705
183096,3648,475,885
183096,4860,655,1245
183339,1624,235,405
183339,2030,275,485
183339,2436,315,565
183339,3046,405,745
183339,3654,515,965
183339,4060,585,1105
183323,1624,235,405
183323,2030,275,485
7349,30,95,95
7349,24,85,85
7349,2430,285,485
7349,2632,305,525
7349,2936,355,625
7349,3040,385,685
7349,3648,475,865
7349,4860,655,1225
206452,2436,315,545
206452,3046,405,725
206452,3654,515,945
206452,4060,585,1085
206452,4872,745,1405
7351,24,85,85
7351,30,95,95
7351,2430,285,485
7351,2632,305,525
7351,2936,355,625
7351,3040,385,685
7351,3648,475,865
7351,4860,655,1225
7353,2430,285,485
7353,2632,305,525
7353,2936,355,625
7353,3040,385,685
7353,3648,475,865
7353,4860,655,1225
7353,5468,785,1485
7355,2430,285,485
7355,2632,305,525
7355,2936,355,625
7355,3040,385,685
7355,3648,475,865
7355,4860,655,1225
7355,5468,785,1485
7357,2436,315,545
7357,3046,405,725
7357,3654,515,945
7357,4060,585,1085
7357,4872,745,1405
7359,36,125,125
7359,30,95,95
7359,24,85,85
7359,2430,285,485
7359,2632,305,525
7359,2936,355,625
7359,3040,385,685
7359,3648,475,865
7359,4860,655,1225
7361,2430,285,485
7361,2632,305,525
7361,2936,355,625
7361,3040,385,685
7361,3648,475,865
7361,4860,655,1225
7361,5468,785,1485
7363,36,125,125
7363,30,95,95
7363,24,85,85
7363,2430,285,485
7363,2632,305,525
7363,2936,355,625
7363,3040,385,685
7363,3648,475,865
7363,4860,655,1225
7365,2430,285,485
7365,2632,305,525
7365,2936,355,625
7365,3040,385,685
7365,3648,475,865
7365,4860,655,1225
7365,5468,785,1485
7367,2430,285,485
7367,2632,305,525
7367,2936,355,625
7367,3040,385,685
7367,3648,475,865
7367,4860,655,1225
7367,5468,785,1485
7369,2430,285,485
7369,2632,305,525
7369,2936,355,625
7369,3040,385,685
7369,3648,475,865
7369,4860,655,1225
7369,5468,785,1485
7371,2430,285,485
7371,2632,305,525
7371,2936,355,625
7371,3040,385,685
7371,3648,475,865
7371,4860,655,1225
7371,5468,785,1485
7373,2430,285,485
7373,2632,305,525
7373,2936,355,625
7373,3040,385,685
7373,3648,475,865
7373,4860,655,1225
7373,5468,785,1485
7375,2430,285,485
7375,2632,305,525
7375,2936,355,625
7375,3040,385,685
7375,3648,475,865
7375,4860,655,1225
7375,5468,785,1485
7377,2430,285,485
7377,2632,305,525
7377,2936,355,625
7377,3040,385,685
7377,3648,475,865
7377,4860,655,1225
7377,5468,785,1485
7379,2430,285,485
7379,2632,305,525
7379,2936,355,625
7379,3040,385,685
7379,3648,475,865
7379,4860,655,1225
7379,5468,785,1485
7381,2430,285,485
7381,2632,305,525
7381,2936,355,625
7381,3040,385,685
7381,3648,475,865
7381,4860,655,1225
7381,5468,785,1485
206465,30,95,95
206465,24,85,85
206465,2430,285,485
206465,2632,305,525
206465,2936,355,625
206465,3040,385,685
206465,3648,475,865
206465,4860,655,1225
7383,2430,285,485
7383,2632,305,525
7383,2936,355,625
7383,3040,385,685
7383,3648,475,865
7383,4860,655,1225
7383,5468,785,1485
7385,2430,285,485
7385,2632,305,525
7385,2936,355,625
7385,3040,385,685
7385,3648,475,865
7385,4860,655,1225
7385,5468,785,1485
7389,2430,285,485
7389,2632,305,525
7389,2936,355,625
7389,3040,385,685
7389,3648,475,865
7389,4860,655,1225
7389,5468,785,1485
7391,2430,285,485
7391,2632,305,525
7391,2936,355,625
7391,3040,385,685
7391,3648,475,865
7391,4860,655,1225
7391,5468,785,1485
7393,2430,285,485
7393,2632,305,525
7393,2936,355,625
7393,3040,385,685
7393,3648,475,865
7393,4860,655,1225
7395,36,125,125
7395,30,95,95
7395,24,85,85
7395,40,145,145
7395,48,165,165
7395,2430,285,485
7395,2632,305,525
7395,2936,355,625
7395,3040,385,685
7395,3648,475,865
7395,4860,655,1225
7395,5468,785,1485
7387,2430,285,485
7387,2632,305,525
7387,2936,355,625
7387,3040,385,685
7387,3648,475,865
7387,4860,655,1225
7387,5468,785,1485
30114,1620,215,355
30114,2024,245,415
30114,2430,285,495
30114,2632,305,535
30114,2936,355,635
30114,3040,385,695
30114,3648,475,875
30114,4860,655,1235
30116,1620,215,355
30116,2024,245,415
30116,2430,285,495
30116,2632,305,535
30116,2936,355,635
30116,3040,385,695
30116,3648,475,875
30116,4860,655,1235
30118,1624,235,395
30118,2030,275,475
30118,2436,315,555
30118,3046,405,735
30118,3654,515,955
30118,4060,585,1095
187320,1624,235,395
187320,2030,275,475
187320,2436,315,555
187320,3046,405,735
187320,3654,515,955
187320,4060,585,1095
187328,1624,235,395
187328,2030,275,475
187328,2436,315,555
187328,3046,405,735
187328,3654,515,955
187328,4060,585,1095
187336,1624,235,395
187336,2030,275,475
187336,2436,315,555
187336,3046,405,735
187336,3654,515,955
187336,4060,585,1095
187344,1624,235,395
187344,2030,275,475
187344,2436,315,555
187344,3046,405,735
187344,3654,515,955
187344,4060,585,1095
187352,1624,235,395
187352,2030,275,475
187352,2436,315,555
187352,3046,405,735
187352,3654,515,955
187352,4060,585,1095
187360,1624,235,395
187360,2030,275,475
187360,2436,315,555
187360,3046,405,735
187360,3654,515,955
187360,4060,585,1095
187377,1620,215,355
187377,2024,245,415
187377,2430,285,495
187377,2632,305,535
187377,2936,355,635
187377,3040,385,695
187377,3648,475,875
187377,4860,655,1235
187387,2016,215,355
187387,2420,245,415
187387,3024,285,495
187387,3226,305,535
187387,3629,355,635
187387,4030,385,695
187387,4836,475,875
187387,6048,655,1235
187398,2016,215,355
187398,2420,245,415
187398,3024,285,495
187398,3226,305,535
187398,3629,355,635
187398,4030,385,695
187398,4836,475,875
187398,6048,655,1235
187408,2016,215,355
187408,2420,245,415
187408,3024,285,495
187408,3226,305,535
187408,3629,355,635
187408,4030,385,695
187408,4836,475,875
187408,6048,655,1235
187418,2016,215,355
187418,2420,245,415
187418,3024,285,495
187418,3226,305,535
187418,3629,355,635
187418,4030,385,695
187418,4836,475,875
187418,6048,655,1235
187428,2016,215,355
187428,2420,245,415
187428,3024,285,495
187428,3226,305,535
187428,3629,355,635
187428,4030,385,695
187428,4836,475,875
187428,6048,655,1235
187438,2016,215,355
187438,2420,245,415
187438,3024,285,495
187438,3226,305,535
187438,3629,355,635
187438,4030,385,695
187438,4836,475,875
187438,6048,655,1235
187448,2016,215,355
187448,2420,245,415
187448,3024,285,495
187448,3226,305,535
187448,3629,355,635
187448,4030,385,695
187448,4836,475,875
187448,6048,655,1235
187458,2016,215,355
187458,2420,245,415
187458,3024,285,495
187458,3226,305,535
187458,3629,355,635
187458,4030,385,695
187458,4836,475,875
187458,6048,655,1235
187468,2016,215,355
187468,2420,245,415
187468,3024,285,495
187468,3226,305,535
187468,3629,355,635
187468,4030,385,695
187468,4836,475,875
187468,6048,655,1235
187478,2016,215,355
187478,2420,245,415
187478,3024,285,495
187478,3226,305,535
187478,3629,355,635
187478,4030,385,695
187478,4836,475,875
187478,6048,655,1235
187488,2016,215,355
187488,2420,245,415
187488,3024,285,495
187488,3226,305,535
187488,3629,355,635
187488,4030,385,695
187488,4836,475,875
187488,6048,655,1235
187498,2016,215,355
187498,2420,245,415
187498,3024,285,495
187498,3226,305,535
187498,3629,355,635
187498,4030,385,695
187498,4836,475,875
187498,6048,655,1235
187508,2016,215,355
187508,2420,245,415
187508,3024,285,495
187508,3226,305,535
187508,3629,355,635
187508,4030,385,695
187508,4836,475,875
187508,6048,655,1235
187518,2016,215,355
187518,2420,245,415
187518,3024,285,495
187518,3226,305,535
187518,3629,355,635
187518,4030,385,695
187518,4836,475,875
187518,6048,655,1235
187528,2016,215,355
187528,2420,245,415
187528,3024,285,495
187528,3226,305,535
187528,3629,355,635
187528,4030,385,695
187528,4836,475,875
187528,6048,655,1235
187538,2424,245,405
187538,3030,315,545
187538,3636,375,665
187538,4040,435,785
187538,4848,545,1005
187538,6060,755,1425
187546,2424,245,405
187546,3030,315,545
187546,3636,375,665
187546,4040,435,785
187546,4848,545,1005
187546,6060,755,1425
157570,6854,845,1505
157570,6048,715,1235
157570,4836,535,825
157570,4030,445,755
157570,3629,415,705
157570,30,95,95
157570,36,125,125
157570,40,145,145
157570,48,165,165
189411,7248,885,1455
189411,6040,725,1135
189411,5436,655,995
189411,4630,545,775
189411,40,145,145
189411,30,95,95
189411,36,125,125
189394,7248,885,1455
189394,6040,725,1135
189394,5436,655,995
189394,4630,545,775
189394,30,95,95
189394,36,125,125
189401,7248,885,1455
189401,6040,725,1135
189401,5436,655,995
189401,4630,545,775
189401,30,95,95
189401,36,125,125
167968,4872,885,1455
167968,4060,725,1135
167968,3654,655,995
167968,3046,545,775
167968,30,95,95
167968,36,125,125
167968,40,145,145
167968,48,165,165
189406,7248,885,1455
189406,6040,725,1135
189406,5436,655,995
189406,4630,545,775
189406,30,95,95
189406,36,125,125
17774,2430,285,505
17774,2632,305,545
17774,2936,355,645
17774,3040,385,705
17774,3648,475,885
17774,4860,655,1245
17774,5468,785,1505
170323,30,95,95
170323,24,85,85
170323,2430,285,505
170323,2632,305,545
170323,2936,355,645
170323,3040,385,705
170323,3648,475,885
170323,4860,655,1245
17778,30,95,95
17778,24,85,85
17778,20,75,75
17778,2436,315,565
17778,3046,405,745
17778,3654,515,965
17778,4060,585,1105
17778,4872,745,1425
17780,3624,315,565
17780,4630,405,745
17780,5436,515,965
17780,6040,585,1105
17780,7248,745,1425
170334,2430,285,505
170334,2632,305,545
170334,2936,355,645
170334,3040,385,705
170334,3648,475,885
170334,4860,655,1245
170334,5468,785,1505
17782,30,95,95
17782,24,85,85
17782,3024,285,505
17782,3226,305,545
17782,3629,355,645
17782,4030,385,705
17782,4836,475,885
17782,6048,655,1245
17784,30,95,95
17784,24,85,85
17784,2430,285,505
17784,2632,305,545
17784,2936,355,645
17784,3040,385,705
17784,3648,475,885
17784,4860,655,1245
170388,3624,315,565
170388,4630,405,745
170388,5436,515,965
170388,6040,585,1105
170388,7248,745,1425
17788,30,95,95
17788,24,85,85
17788,2430,285,505
17788,2632,305,545
17788,2936,355,645
17788,3040,385,705
17788,3648,475,885
17788,4860,655,1245
170343,2936,355,645
170343,3040,385,705
170343,3648,475,885
170343,4860,655,1245
170343,5468,785,1505
17790,2430,285,505
17790,2632,305,545
135168,3020,275,475
17790,2936,355,645
135168,3624,315,555
17790,3040,385,705
17790,3648,475,885
135168,4630,405,735
17790,4860,655,1245
135168,5436,515,955
17790,5468,785,1505
135168,6040,585,1095
135168,7248,745,1415
135288,2020,245,415
135288,2424,265,455
170266,2436,315,565
135288,3030,335,595
135288,3636,395,715
135288,4040,455,835
135288,4848,565,1055
170266,3046,405,745
135288,6060,775,1475
170266,3654,515,965
135297,2020,245,415
170266,4060,585,1105
135297,2424,265,455
170266,4872,745,1425
17792,2436,315,565
135297,3030,335,595
17792,3046,405,745
135297,3636,395,715
17792,3654,515,965
135297,4040,455,835
17792,4060,585,1105
135297,4848,565,1055
17792,4872,745,1425
135297,6060,775,1475
135268,2016,215,355
135268,2420,245,415
17794,2436,315,565
135268,3024,285,495
17794,3046,405,745
135268,3226,305,535
17794,3654,515,965
135268,3629,355,635
17794,4060,585,1105
135268,4030,385,695
17794,4872,745,1425
135268,4836,475,875
135268,6048,655,1235
135268,6854,785,1495
17796,2436,315,565
30096,2416,235,395
17796,3046,405,745
30096,3020,275,475
17796,3654,515,965
30096,3624,315,555
17796,4060,585,1105
30096,4630,405,735
17796,4872,745,1425
30096,5436,515,955
170273,2436,315,565
30096,6040,585,1095
30096,7248,745,1415
135195,1624,235,395
170273,3046,405,745
135195,2030,275,475
170273,3654,515,965
135195,2436,315,555
170273,4060,585,1105
135195,3046,405,735
170273,4872,745,1425
135195,3654,515,955
17798,2436,315,565
135195,4060,585,1095
17798,3046,405,745
135195,4872,745,1415
17798,3654,515,965
135177,2416,235,395
17798,4060,585,1105
135177,3020,275,475
135177,3624,315,555
135177,4630,405,735
135177,5436,515,955
135177,6040,585,1095
135177,7248,745,1415
135306,2020,245,415
135306,2424,265,455
135306,3030,335,595
135306,3636,395,715
135306,4040,455,835
135306,4848,565,1055
135306,6060,775,1475
135204,1624,235,395
135204,2030,275,475
135204,2436,315,555
135204,3046,405,735
135204,3654,515,955
135204,4060,585,1095
135204,4872,745,1415
135315,2020,245,415
135315,2424,265,455
135315,3030,335,595
135315,3636,395,715
135315,4040,455,835
135315,4848,565,1055
135315,6060,775,1475
135186,2416,235,395
135186,3020,275,475
135186,3624,315,555
135186,4630,405,735
135186,5436,515,955
135186,6040,585,1095
135186,7248,745,1415
7341,24,85,85
7341,30,95,95
17798,4872,745,1425
7341,2430,285,485
17772,2436,315,565
7341,2632,305,525
7341,2936,355,625
7341,3040,385,685
17772,3046,405,745
7341,3648,475,865
17772,3654,515,965
7341,4860,655,1225
17772,4060,585,1105
7343,24,85,85
17772,4872,745,1425
7343,30,95,95
170280,2436,315,565
7343,2430,285,485
170280,3046,405,745
7343,2632,305,525
170280,3654,515,965
7343,2936,355,625
170280,4060,585,1105
7343,3040,385,685
170280,4872,745,1425
7343,3648,475,865
17800,2436,315,565
7343,4860,655,1225
7345,24,85,85
7345,30,95,95
7345,2430,285,485
17800,3046,405,745
7345,2632,305,525
17800,3654,515,965
7345,2936,355,625
7345,3040,385,685
7345,3648,475,865
7345,4860,655,1225
17800,4060,585,1105
7347,24,85,85
17800,4872,745,1425
7347,30,95,95
170288,2436,315,565
7347,2430,285,485
170288,3046,405,745
7347,2632,305,525
170288,3654,515,965
7347,2936,355,625
170288,4060,585,1105
7347,3040,385,685
170288,4872,745,1425
7347,3648,475,865
170395,2430,285,505
7347,4860,655,1225
170395,2632,305,545
170395,2936,355,645
170395,3040,385,705
170395,3648,475,885
121454,3629,335,595
170395,4860,655,1245
170395,5468,785,1505
121454,4030,365,655
170295,2436,315,565
121454,4836,455,835
121466,2016,195,315
170295,3046,405,745
121466,2420,225,375
170295,3654,515,965
121466,3024,265,455
170295,4060,585,1105
121466,3226,285,495
170295,4872,745,1425
121466,3629,335,595
17804,2436,315,565
121466,4030,365,655
17804,3046,405,745
17804,3654,515,965
121466,4836,455,835
17804,4060,585,1105
121466,6048,635,1195
17804,4872,745,1425
121466,6854,765,1455
17806,2436,315,565
207963,2417.8,225,355
17806,3046,405,745
207963,3020,255,435
17806,3654,515,965
207963,3624,295,515
207963,4630,385,695
17806,4060,585,1105
121552,2416,215,355
17806,4872,745,1425
121552,3020,255,435
17808,2436,315,565
121552,3624,295,515
17808,3046,405,745
121552,4630,385,695
17808,3654,515,965
121552,5436,495,915
17808,4060,585,1105
121552,6040,565,1055
17808,4872,745,1425
121552,7248,725,1375
17810,2436,315,565
207954,#VALUE!,225,355
17810,3046,405,745
207954,3020,255,435
17810,3654,515,965
207954,3624,295,515
17810,4060,585,1105
17810,4872,745,1425
207954,4630,385,695
170302,2436,315,565
121477,2016,195,315
170302,3046,405,745
121477,2420,225,375
170302,3654,515,965
121477,3024,265,455
170302,4060,585,1105
170302,4872,745,1425
121477,3226,285,495
17812,2436,315,565
121477,3629,335,595
17812,3046,405,745
121477,4030,365,655
17812,3654,515,965
121477,4836,455,835
17812,4060,585,1105
121477,6048,635,1195
17812,4872,745,1425
121477,6854,765,1455
17816,2436,315,565
121561,#VALUE!,275,455
17816,3046,405,745
121561,3020,255,435
17816,3654,515,965
121561,3624,295,515
17816,4060,585,1105
121561,4630,385,695
121561,5436,495,915
17816,4872,745,1425
24473,2024,265,455
121488,2016,195,315
24473,2430,305,535
121488,2420,225,375
24473,2632,325,575
121488,3024,265,455
24473,2936,375,675
121488,3226,285,495
24473,3040,405,735
121488,3629,335,595
24473,3648,495,915
121488,4030,365,655
24473,4860,675,1275
121488,4836,455,835
24473,5468,805,1535
121488,6048,635,1195
24479,2024,265,455
121488,6854,765,1455
24479,2430,305,535
121499,2016,195,315
24479,2632,325,575
121499,2420,225,375
24479,2936,375,675
121499,3024,265,455
24479,3040,405,735
121499,3226,285,495
24479,3648,495,915
121499,3629,335,595
24479,4860,675,1275
121499,4030,365,655
24479,5468,805,1535
121499,4836,455,835
121499,6048,635,1195
24481,2024,265,455
24481,2430,305,535
121499,6854,765,1455
24481,2632,325,575
121510,3024,265,455
121510,#VALUE!,285,495
24481,2936,375,675
24481,3040,405,735
121510,3629,335,595
24481,3648,495,915
121510,4030,365,655
24481,4860,675,1275
121510,4836,455,835
24481,5468,805,1535
121589,1620,195,315
24483,30,95,95
121589,2024,225,375
24483,24,85,85
121589,2430,265,455
24483,36,125,125
121589,2632,285,495
24483,40,145,145
121589,2936,335,595
24483,2436,335,595
121589,3040,365,655
24483,3046,425,775
121589,3648,455,835
24483,3654,535,995
121589,4860,635,1195
24483,4060,605,1135
121589,5468,765,1455
24483,4872,765,1455
206268,30,95,95
24487,30,95,95
206268,24,85,85
24487,24,85,85
206268,3024,265,455
24487,2430,305,535
206268,3226,285,495
24487,2632,325,575
206268,3629,335,595
24487,2936,375,675
206268,4030,365,655
24487,3040,405,735
206268,4836,455,835
24487,3648,495,915
206268,6048,635,1195
121521,2016,195,315
24487,4860,675,1275
24489,24,85,85
121521,2420,225,375
24489,30,95,95
121521,3024,265,455
24489,36,125,125
121521,3226,285,495
121521,3629,335,595
24489,2430,305,535
24489,2632,325,575
121521,4030,365,655
24489,2936,375,675
121521,4836,455,835
24489,3040,405,735
121521,6048,635,1195
24489,3648,495,915
121521,6854,765,1455
24489,4860,675,1275
121532,2016,195,315
24493,30,95,95
121532,2420,225,375
24493,24,85,85
121532,3024,265,455
24493,2436,335,595
121532,3226,285,495
24493,3046,425,775
121532,3629,335,595
24493,3654,535,995
121532,4030,365,655
24493,4060,605,1135
121532,4836,455,835
24503,30,95,95
121532,6048,635,1195
24503,24,85,85
121532,6854,765,1455
24503,2430,305,535
121570,3020,255,435
24503,2632,325,575
121570,3624,295,515
121570,4630,385,695
24503,2936,375,675
24503,3040,405,735
121570,5436,495,915
24503,3648,495,915
121570,6040,565,1055
24503,4860,675,1275
206281,30,95,95
24507,2024,265,455
206281,24,85,85
24507,2430,305,535
206281,3020,255,435
24507,2632,325,575
206281,3624,295,515
24507,2936,375,675
206281,4630,385,695
24507,3040,405,735
206281,5436,495,915
24507,3648,495,915
206281,6040,565,1055
24507,4860,675,1275
121579,2416,215,355
24507,5468,805,1535
121579,3020,255,435
121579,3624,295,515
20564,30,95,95
20564,24,85,85
121579,4630,385,695
20564,#VALUE!,315,515
121579,5436,495,915
20564,2632,335,555
121579,6040,565,1055
20564,2936,385,655
121579,7248,725,1375
20564,3040,415,715
170221,3024,285,495
20564,3648,505,895
170221,3226,305,535
20564,4860,685,1255
170221,3629,355,635
20566,3629,355,625
170221,4030,385,695
170221,4836,475,875
20566,4030,385,685
20566,4836,475,865
170221,6048,655,1235
20566,6048,655,1225
170221,6854,785,1495
20566,6854,785,1485
170156,3624,315,555
20568,3024,385,485
170156,4630,405,735
20568,3226,405,525
170156,5436,515,955
20568,3629,455,625
170156,6040,585,1095
20568,4030,485,685
170156,7248,745,1415
20568,4836,575,865
170241,2430,285,505
20568,6048,755,1225
170241,2632,305,545
20568,6854,885,1485
170241,2936,355,645
20570,2936,355,625
170241,3040,385,705
20570,3040,385,685
170241,3648,475,885
20570,3648,475,865
170241,4860,655,1245
20570,4860,655,1225
170241,5468,785,1505
20570,5468,785,1485
170165,3624,315,555
20572,3030,335,585
170165,4630,405,735
20572,3636,395,705
170165,5436,515,955
20572,4040,455,825
170165,6040,585,1095
170165,7248,745,1415
170172,3624,315,555
170172,4630,405,735
20572,4848,565,1045
170172,5436,515,955
170172,6040,585,1095
20572,6060,775,1465
170172,7248,745,1415
20574,3216,255,425
170179,3624,315,555
20574,4020,295,505
170179,4630,405,735
20574,4824,375,665
20574,6030,485,885
170179,5436,515,955
20574,7236,615,1145
170179,6040,585,1095
20574,8040,705,1325
170179,7248,745,1415
20574,9648,1005,1925
170186,3624,315,555
20576,30,95,95
170186,4630,405,735
20576,3629,355,625
170186,5436,515,955
20576,4030,385,685
170186,6040,585,1095
20576,4836,475,865
170186,7248,745,1415
20576,6048,655,1225
170193,30,95,95
20576,6854,785,1485
170193,24,85,85
20578,2936,355,625
170193,3624,315,555
20578,3040,385,685
170193,4630,405,735
20578,3648,475,865
170193,5436,515,955
